"Unnamed: 0","Магазин","Номер заказа","Дата поступления","Статус","Оценка","Текст отзыва","Текст_класс_1","Текст_класс_2","Другое","is_p"
31411,store_0373,"15272914R15038","2011-06-08 22:08:24",Не проверен,5,Спасибо,,,,
31412,store_0345,"87R54190332814","2011-06-08 22:08:32",Не проверен,1,"сыр был по сроку годности нормальным, но пришлось выкинуть будто его держали 3 суток около печки и он начал вонять. больше заказы делать не буду лучше сам схожу",,,"сыр был по сроку годности нормальным, но пришлось выкинуть будто его держали 3 суток около печки и он начал вонять. больше заказы делать не буду лучше сам схожу",
31413,store_0544,"914983R4008511","2011-06-08 22:08:40",Не проверен,3,,Без описания,,Без описания,
31414,store_0536,"3R480919814380","2011-06-08 22:08:44",Не проверен,5,,,,,
31415,store_0159,"3R807517514911","2011-06-08 22:08:57",Не проверен,3,"Привезли 2 лишних пакета.
Молоко и ряженка с подходящим сроком",,,"Привезли 2 лишних пакета.
Молоко и ряженка с подходящим сроком",
31416,store_0177,"51191R84914331","2011-06-08 22:11:31",Не проверен,5,,,,,
31417,store_0159,"17936151R34511","2011-06-08 22:11:43",Не проверен,1,заказ не доставлен!!!!!!!!!!,,,,
31418,store_0484,"5R916714531151","2011-06-08 22:11:45",Не проверен,1,"Добрый вечер, в очередной раз привезли не то, что заказывали, а также у большинства продуктов истекает срок годности в течение двух трех дней. Также хочу обратить внимание, что замену товара никто не согласовывал. А привезенные и измененные товары мне не подходят. Данная проблема встречается является систематической. Надеюсь, что данный вопрос расмотрите и решите.",,,"Добрый вечер, в очередной раз привезли не то, что заказывали, а также у большинства продуктов истекает срок годности в течение двух трех дней. Также хочу обратить внимание, что замену товара никто не согласовывал. А привезенные и измененные товары мне не подходят. Данная проблема встречается является систематической. Надеюсь, что данный вопрос расмотрите и решите.",
31419,store_0106,R1017812319315,"2011-06-08 22:12:38",Не проверен,4,"Плохо упаковали, песочные колечки раскрошились. Или их такими положили? Пахло куревом от пакетов. Пакеты опять тяжело развязывать, иногда хорошо упаковывают, так легко развязать, а сегодня отвратительно!",,,,
31420,store_084,"111R2318849354","2011-06-08 22:13:48",Не проверен,5,,,,,
31421,store_0124,"811958R4203010","2011-06-08 22:14:00",Не проверен,5,,,,,
31422,store_0107,"141301519075R9","2011-06-08 22:14:09",Не проверен,5,,,,,
31423,store_082,"6961113108R583","2011-06-08 22:16:58",Не проверен,2,"заказывала бальзам для волос,вместо него почему то положили крем для рук!!!как так???Муку привезли без упаковочных пакетов.",,,,
31424,store_0248,"6618090R593116","2011-06-08 22:19:06",Не проверен,3,"Заказывала арбуз без косточек, положили арбуз с большим количеством косточек.",,,"Заказывала арбуз без косточек, положили арбуз с большим количеством косточек.",
31425,store_0514,"91119305R05439","2011-06-08 22:19:50",Не проверен,5,Спасибо большое за заказ!!Все было аккуратно собрано и с хорошими сроками!!Да и ещё ОЧЕНЬ БЫСТРО СОБРАЛИ и ОТДАЛИ! 🙏Спасибо!,,,,
31426,store_0132,"42R09141235909","2011-06-08 22:20:02",Не проверен,5,,,,,
31427,store_0173,"63912R90003411","2011-06-08 22:20:31",Не проверен,5,"очень переживала за срок годности ""молочки"". всё привезли свежее. спасибо",,,,
31428,store_0168,"61311215R02984","2011-06-08 22:21:42",Не проверен,5,,,,,
31429,store_0125,"235229309112R1","2011-06-08 22:22:20",Не проверен,5,,,,,
31430,store_0229,"384341311R9042","2011-06-08 22:23:10",Не проверен,5,,,,,
31431,store_0399,"3R229810031141","2011-06-08 22:24:23",Не проверен,1,доставка не выоодна. достсвлять банку селедки стоимостью 200 рублей за 100 рублей это конечно погано,,,доставка не выоодна. достсвлять банку селедки стоимостью 200 рублей за 100 рублей это конечно погано,
31432,store_0325,"9R619811126435","2011-06-08 22:26:18",Не проверен,5,,,,,
31433,store_0202,"30153321R70279","2011-06-08 22:27:30",Не проверен,5,,,,,
31434,store_0132,"29038143R78701","2011-06-08 22:28:07",Не проверен,5,,,,,
31435,store_0189,"118525848R3901","2011-06-08 22:28:58",Не проверен,5,,,,,
31436,store_062,"4119259109873R","2011-06-08 22:29:14",Не проверен,5,,,,,
31437,store_0150,"3791R310435130","2011-06-08 22:30:07",Не проверен,5,,,,,
31438,store_0361,"301730171R5198","2011-06-08 22:30:11",Не проверен,4,Коробка с тортом была вскрыта,,,,
31439,store_0553,"3579153110R135","2011-06-08 22:31:57",Не проверен,5,,,,,
31440,store_0468,"98293335R55114","2011-06-08 22:35:35",Не проверен,5,,,,,
31441,store_0289,"7961363151184R","2011-06-08 22:36:16",Не проверен,1,Привезли другой вид начос. Не довезли 2 бутылки молока. Прошу всё компенсировать!,,,Привезли другой вид начос. Не довезли 2 бутылки молока. Прошу всё компенсировать!,
31442,store_0261,"509619R3938117","2011-06-08 22:38:17",Не проверен,1,,,,Без описания,
31443,store_0247,"1220699351931R","2011-06-08 22:39:02",Не проверен,3,"Добрый вечер. 
Не привезли 1 десяток яиц. Было заказано два. В наличии 1. Вместо мороженного крем-брюле привезли шоколадное.",,,"Добрый вечер. 
Не привезли 1 десяток яиц. Было заказано два. В наличии 1. Вместо мороженного крем-брюле привезли шоколадное.",
31444,store_0276,"313923138691R7","2011-06-08 22:39:13",Не проверен,1,"Доставка почти два часа, пельмени как один большой ком. остальное все нормально","Доставка почти два часа, пельмени как один большой ком. остальное все нормально",,"Доставка почти два часа, пельмени как один большой ком. остальное все нормально",
31445,store_0444,"1R835901907145","2011-06-08 22:41:57",Не проверен,5,,,,,
31446,store_0353,"396197412351R3","2011-06-08 22:42:39",Не проверен,3,"Заказ был частично неправильно укомплектован. Была предложена замена лапши быстрого приготовления- на фунчозу ( где логика?) я отказалась, удалила  товар в заказе. В приложение, в разделе заказы, указано что замена была по туалетной бумаге ( что правильно). Не понимаю почему в итоге в пакете оказалась фунчоза? Ждём чек, будем изучать.",,,"Заказ был частично неправильно укомплектован. Была предложена замена лапши быстрого приготовления- на фунчозу ( где логика?) я отказалась, удалила  товар в заказе. В приложение, в разделе заказы, указано что замена была по туалетной бумаге ( что правильно). Не понимаю почему в итоге в пакете оказалась фунчоза? Ждём чек, будем изучать.",
31447,store_0423,"3356149R201544","2011-06-08 22:44:03",Не проверен,1,"Лимоны старые, сухие, пришлось выкинуть",,,"Лимоны старые, сухие, пришлось выкинуть",
31448,store_0118,"43R51851339219","2011-06-08 22:45:33",Не проверен,5,спасибо!,,,,
31449,store_0340,"536961R4611354","2011-06-08 22:46:16",Не проверен,5,,,,,
31450,store_0235,"251R9444134703","2011-06-08 22:47:23",Не проверен,3,"все хорошо,кроме риса с истекающим сроком годности!!!",,,,
31451,store_0347,"09R45155262713","2011-06-08 22:47:56",Не проверен,5,,,,,
31452,store_0109,R8354215897191,"2011-06-08 22:49:28",Не проверен,5,,,,,
31453,store_049,"16R25630914610","2011-06-08 22:50:16",Не проверен,5,,,,,
31454,store_05,"13531105212R95","2011-06-08 22:52:10",Не проверен,2,Вместо основы для том-ям положили соус для лапши вок,,,,
31455,store_0537,"21R15713913065","2011-06-08 22:52:16",Не проверен,5,,,,,
31456,store_0224,"1R358261135093","2011-06-08 22:53:08",Не проверен,2,"Я просила связаться, если чего-то не будет и заменить! В итоге никто мне не звонил. Я заказала филе сельди, а мне положили целую рыбку. Хоть курьер хороший попался со всего Вашего ""сервиса""!",,,,
31457,store_0250,"567391036693R1","2011-06-08 22:56:06",Не проверен,5,,,,,
31458,store_0203,"5919371R054135","2011-06-08 22:59:15",Не проверен,5,,,,,
31459,store_0350,"6212915R659391","2011-06-08 22:59:26",Не проверен,5,"Спасибо! Всё привезли быстро, всё свежее и вкусное",,,,
31460,store_0439,"521151019R9293","2011-06-08 23:01:25",Не проверен,5,,,,,
31461,store_0290,"404R5190315193","2011-06-08 23:03:40",Не проверен,5,,,,,
31462,store_010,R8955326130110,"2011-06-08 23:06:05",Не проверен,5,,,,,
31463,store_032,"11713R59091760","2011-06-08 23:07:17",Не проверен,1,"Морковь ужасная. Вся мелкая и вялая. Как такое можно продавать? Мороженное растаяло и смялось, масло сливочное тоже все измято. К куртеру вопросов нет, он прибыл очень быстро с момента оповещения о выдачи заказа курьеру.",,,"Морковь ужасная. Вся мелкая и вялая. Как такое можно продавать? Мороженное растаяло и смялось, масло сливочное тоже все измято. К куртеру вопросов нет, он прибыл очень быстро с момента оповещения о выдачи заказа курьеру.",
31464,store_032,"095411729171R3","2011-06-08 23:07:41",Не проверен,5,,,,,
31465,store_0266,"13357R06921081","2011-06-08 23:13:02",Не проверен,2,"Закончился хлеб - не перезвонили, чтобы выбрать другой, а просто поставили постфактум, что я буду сегодня без хлеба.",,,,
31466,store_06,"78R31351941001","2011-06-08 23:18:47",Не проверен,5,,,,,
31467,store_0554,"348195628R1139","2011-06-08 23:19:52",Не проверен,5,,,,,
31468,store_0122,R1894221643002,"2011-06-08 23:28:20",Не проверен,5,,,,,
31469,store_0169,"109R3110341984","2011-06-08 23:30:19",Не проверен,5,,,,,
31470,store_0100,"311590198R1253","2011-06-08 23:38:59",Не проверен,1,Курьер забыла отдать мне 3 мороженных,,,Курьер забыла отдать мне 3 мороженных,
31471,store_063,"011R7367432493","2011-06-08 23:42:36",Не проверен,5,,,,,
31472,store_0293,"3113359R076541","2011-06-08 23:43:57",Не проверен,5,,,,,
31473,store_0534,"6444199112R934","2011-06-08 23:44:24",Не проверен,5,,,,,
31474,store_0522,"93R41238571722","2011-06-08 23:45:22",Не проверен,5,,,,,
31475,store_0404,"3R352314391589","2011-06-08 23:45:33",Не проверен,5,,,,,
31476,store_0420,"4196396R410243","2011-06-08 23:46:43",Не проверен,3,"К доставке нет претензий -все привезли быстро. К сожалению,  куриное бедро троекурово - обе упаковки тухлые, но судя по упаковке не просрочено.",,,"К доставке нет претензий -все привезли быстро. К сожалению,  куриное бедро троекурово - обе упаковки тухлые, но судя по упаковке не просрочено.",
31477,store_0104,"01516R34112949","2011-06-08 23:49:04",Не проверен,5,,,,,
31478,store_0104,"001350131918R5","2011-06-08 23:51:00",Не проверен,5,,,,,
31479,store_0211,"865R8532110135","2011-06-08 23:51:28",Не проверен,5,,,,,
31480,store_0104,"751432R1195300","2011-06-08 23:51:34",Не проверен,5,,,,,
31481,store_0147,"153R1714541966","2011-06-08 23:51:47",Не проверен,5,,,,,
31482,store_0308,"0913104241507R","2011-06-08 23:52:00",Не проверен,5,,,,,
31483,store_032,"5395513R092119","2011-06-08 23:52:09",Не проверен,4,"Яблоки обоих сортов откровенно недозрелые, это точно. Голден вообще вызывает сомнения в подлинности (за 40 лет токте только в начале августа с деревьев рвал). Это был не Гольден 🙌🏻",,,,
31484,store_0242,"431891958R5571","2011-06-08 23:54:57",Не проверен,4,"Яйца куриные привезли со сроком годности, который выходит сегодня. Просрочка!!!
Все остальное ок.",,,,
31485,store_0103,"440221110762R0","2011-06-15 00:00:22",Не проверен,5,,,,,
31486,store_0103,"60R10431240032","2011-06-15 00:00:36",Не проверен,5,,,,,
31487,store_0103,R3786756100915,"2011-06-15 00:00:56",Не проверен,5,,,,,
31488,store_0103,"300911193301R3","2011-06-15 00:01:13",Не проверен,5,,,,,
31489,store_0103,"383R4164036114","2011-06-15 00:01:34",Не проверен,5,,,,,
31490,store_0103,"774164590R1311","2011-06-15 00:01:57",Не проверен,5,,,,,
31491,store_0103,"1782246R110353","2011-06-15 00:02:21",Не проверен,5,,,,,
31492,store_0105,"140139640R2221","2011-06-15 00:06:22",Не проверен,3,Клубнику привезли уже гнилую!,,,Клубнику привезли уже гнилую!,
31493,store_0390,"04794R81111476","2011-06-15 00:17:47",Не проверен,3,Не довезли воду,,,Не довезли воду,
31494,store_0118,"6R688141412910","2011-06-15 00:19:16",Не проверен,5,,,,,
31495,store_0423,"3R951110266534","2011-06-15 00:26:35",Не проверен,5,,,,,
31496,store_093,"814506R9142160","2011-06-15 00:26:50",Не проверен,4,"Мне привезли не ту воду, что я заказывала",,,,
31497,store_0442,"4R412667316059","2011-06-15 00:29:36",Не проверен,5,,,,,
31498,store_0501,R2109351115405,"2011-06-15 00:30:11",Не проверен,5,,,,,
31499,store_023,"1459R576210653","2011-06-15 00:35:56",Не проверен,5,,,,,
31500,store_0528,"7904R131504411","2011-06-15 00:49:15",Не проверен,5,,,,,
31501,store_08,"0111440149R961","2011-06-15 00:49:41",Не проверен,5,,,,,
31502,store_0528,"1931324513R353","2011-06-15 00:49:53",Не проверен,5,,,,,
31503,store_0528,"82401117R46530","2011-06-15 00:50:04",Не проверен,5,,,,,
31504,store_0528,"201715172R7475","2011-06-15 00:50:17",Не проверен,5,,,,,
31505,store_0487,"931R5545119055","2011-06-15 00:55:19",Не проверен,5,Сегодня все отлично. Спасибо,,,,
31506,store_0203,"1306434651R142","2011-06-15 00:56:03",Не проверен,5,,,,,
31507,store_0203,"11768301R52643","2011-06-15 00:56:10",Не проверен,5,,,,,
31508,store_0221,"514270R5041153","2011-06-15 01:10:52",Не проверен,5,,,,,
31509,store_0376,"541756R1406147","2011-06-15 01:15:44",Не проверен,1,"персики были с плесенью, подавленные",,,"персики были с плесенью, подавленные",
31510,store_0107,"525R1026579104","2011-06-15 01:20:55",Не проверен,5,,,,,
31511,store_0194,"864164R1901091","2011-06-15 02:11:49",Не проверен,5,,,,,
31512,store_048,"6919750254R351","2011-06-15 02:23:59",Не проверен,5,,,,,
31513,store_0333,"132246402594R1","2011-06-15 02:24:42",Не проверен,3,"Слишком мягкие бананы,переспели частично
Нектарины твердые как яблоки",,,,
31514,store_0239,"6117140R524378","2011-06-15 02:27:17",Не проверен,1,положили не тот вес желатина,,,,
31515,store_072,"34R35696120661","2011-06-15 05:39:26",Не проверен,5,,,,,
31516,store_0192,"61313R83176046","2011-06-15 06:38:33",Не проверен,5,,,,,
31517,store_0380,"14R65405181014","2011-06-15 07:04:51",Не проверен,5,,,,,
31518,store_0303,"6401R021754304","2011-06-15 07:05:40",Не проверен,1,"Стейки семги из заказа не доставили. 3 раза писал в чат поддержки, сначала ответили, что довезут в течение часа, потом, что перезвонят. Но так ничего и не сделали.",,,"Стейки семги из заказа не доставили. 3 раза писал в чат поддержки, сначала ответили, что довезут в течение часа, потом, что перезвонят. Но так ничего и не сделали.",
31519,store_0380,"8104R112213805","2011-06-15 07:18:31",Не проверен,1,"Не положили голубику, в деньги за нее сняли!",,,,
31520,store_0176,"01R47956544514","2011-06-15 07:45:49",Не проверен,5,,,,,
31521,store_056,"96460R91061064","2011-06-15 07:49:00",Не проверен,5,,,,,
31522,store_089,"01166371571R94","2011-06-15 07:57:11",Не проверен,5,,,,,
31523,store_022,"43R51445637021","2011-06-15 07:57:32",Не проверен,5,"Спасиббо большое.Все аккуратно,во-время ,но ассортимент заказа вторых блюд-очень мал.",,,,
31524,store_034,"517821R4069156","2011-06-15 07:58:12",Не проверен,5,,,,,
31525,store_0374,"020799645R1841","2011-06-15 07:59:04",Не проверен,5,,,,,
31526,store_0486,"0021241535197R","2011-06-15 07:59:20",Не проверен,4,Яйца не привезли !!,,,,
31527,store_0121,"60R90105141711","2011-06-15 08:01:50",Не проверен,5,,,,,
31528,store_0496,"490041625R5610","2011-06-15 08:04:02",Не проверен,5,,,,,
31529,store_050,"0641540695R741","2011-06-15 08:09:46",Не проверен,5,,,,,
31530,store_0249,"404916150154R7","2011-06-15 08:10:47",Не проверен,5,Спасибо за подарок.,,,,
31531,store_042,"4116871964R001","2011-06-15 08:11:04",Не проверен,5,,,,,
31532,store_053,"1671219171004R","2011-06-15 08:11:27",Не проверен,5,Курьер быстрый и вежливый 😇,,,,
31533,store_030,"991610816R5645","2011-06-15 08:16:58",Не проверен,5,,,,,
31534,store_0504,"16190099224R01","2011-06-15 08:20:29",Не проверен,5,все отлично,,,,
31535,store_085,"01421151R74596","2011-06-15 08:25:11",Не проверен,1,Я заказывала шампунь! А не бальзам! Жду доставку шампуня,,,Я заказывала шампунь! А не бальзам! Жду доставку шампуня,
31536,store_0488,"60402847191R06","2011-06-15 08:26:08",Не проверен,5,,,,,
31537,store_085,"949639610R2116","2011-06-15 08:26:19",Не проверен,5,"Здравствуйте! Собран заказ не правильно! Некоторые продукты были заменены другой маркой! Хотя в профиле указано, чтобы звонили и уточняли!",,,,
31538,store_0378,"44915R62906106","2011-06-15 08:26:45",Не проверен,5,,,,,
31539,store_0246,"9768R450161260","2011-06-15 08:26:50",Не проверен,5,,,,,
31540,store_0110,"04567R45213251","2011-06-15 08:27:35",Не проверен,3,"К курьеру претензий нет! За акорость пятёрка! Однако товара, из-за которого я и пользуюсь достпвкой, отведать не удалось. Арбуз оказался скисшим. Так что мои претензии - к сборщику. Он упокавал для меня арбуз, битый с одного боку. Место удара стало мягким, вокруг него образовалась гнильца, из-за чего внутри арбуз и скис. Заказ делала утром. Днём были запланированы дела. Рассчитывала порадовать себя, закончив их, вечером. Порадовала, блин. ""Спасибо"" вам за такую ""радость"".",,,"К курьеру претензий нет! За акорость пятёрка! Однако товара, из-за которого я и пользуюсь достпвкой, отведать не удалось. Арбуз оказался скисшим. Так что мои претензии - к сборщику. Он упокавал для меня арбуз, битый с одного боку. Место удара стало мягким, вокруг него образовалась гнильца, из-за чего внутри арбуз и скис. Заказ делала утром. Днём были запланированы дела. Рассчитывала порадовать себя, закончив их, вечером. Порадовала, блин. ""Спасибо"" вам за такую ""радость"".",
31541,store_0111,"37R66582105194","2011-06-15 08:36:52",Не проверен,5,,,,,
31542,store_0565,"31R38004771125","2011-06-15 08:37:12",Не проверен,1,авокадо очень мягкий и внутри тёмный. если товар не хороший зачем его собирать в заказ?,,,авокадо очень мягкий и внутри тёмный. если товар не хороший зачем его собирать в заказ?,
31543,store_04,"6246110379472R","2011-06-15 08:37:26",Не проверен,5,,,,,
31544,store_0139,"0331194400R462","2011-06-15 08:40:30",Не проверен,4,Руккола доставлена испорченная. Срок годности на упаковке 24.08; сегодня 15.08 вскрыли - листья желтые и гнилые,,,,
31545,store_0104,"3349604R110491","2011-06-15 08:40:43",Не проверен,5,,,,,
31546,store_0496,"0418R976401195","2011-06-15 08:40:58",Не проверен,5,,,,,
31547,store_0534,"428171405R1136","2011-06-15 08:45:16",Не проверен,5,,,,,
31548,store_056,"141966R0416996","2011-06-15 08:46:19",Не проверен,5,,,,,
31549,store_0380,"4841902143R618","2011-06-15 08:48:24",Не проверен,5,,,,,
31550,store_072,"6096181R345627","2011-06-15 08:52:38",Не проверен,4,картошку положили испорченную.,,,,
31551,store_030,R1143303673958,"2011-06-15 08:53:33",Не проверен,5,,,,,
31552,store_037,"34665704R19515","2011-06-15 08:55:43",Не проверен,5,,,,,
31553,store_055,"5411007R679031","2011-06-15 08:57:03",Не проверен,5,,,,,
31554,store_089,"7621859447R019","2011-06-15 08:57:29",Не проверен,5,,,,,
31555,store_0380,"1038090R262114","2011-06-15 09:01:23",Не проверен,5,,,,,
31556,store_053,"14068R57180914","2011-06-15 09:01:47",Не проверен,5,,,,,
31557,store_027,"9843169040R113","2011-06-15 09:10:33",Не проверен,3,В заказ не положили салат «алекс» а стоимость посчитали,,,В заказ не положили салат «алекс» а стоимость посчитали,
31558,store_034,"045817R2110916","2011-06-15 09:10:52",Не проверен,5,,,,,
31559,store_030,"701591234710R6","2011-06-15 09:12:05",Не проверен,5,,,,,
31560,store_0318,"40509191R53613","2011-06-15 09:13:53",Не проверен,5,,,,,
31561,store_0549,"0971R456624117","2011-06-15 09:15:24",Не проверен,4,"всегда возили хорошие фрукты и овощи и вот вторая доставка подряд  , в заказ гнилой виноград, прошлый раз гнилой селдерей",,,,
31562,store_0276,"664149303112R2","2011-06-15 09:22:16",Не проверен,5,"Спасибо большое! доставили быстро, все свежее)",,,,
31563,store_073,"420466405R0611","2011-06-15 09:25:04",Не проверен,5,"все супер,только курьеру еле обьяснила адрес....",,,,
31564,store_087,R8578102140120,"2011-06-15 09:25:18",Не проверен,5,,,,,
31565,store_0378,"6057917087R142","2011-06-15 09:28:07",Не проверен,5,,,,,
31566,store_042,R1424826199096,"2011-06-15 09:28:42",Не проверен,5,,,,,
31567,store_0164,"111479096R2486","2011-06-15 09:29:14",Не проверен,5,,,,,
31568,store_0198,"021307140010R0","2011-06-15 09:30:10",Не проверен,5,"Быстро, удобно👍",,,,
31569,store_0396,"4090991616R213","2011-06-15 09:31:09",Не проверен,4,,,,,
31570,store_04,R0100083414071,"2011-06-15 09:31:48",Не проверен,5,,,,,
31571,store_079,"0120934376R615","2011-06-15 09:33:06",Не проверен,5,Все отлично. Спасибо за сервис!,,,,
31572,store_0269,"0843R994413261","2011-06-15 09:33:24",Не проверен,5,,,,,
31573,store_048,"4962314R038517","2011-06-15 09:33:25",Не проверен,5,,,,,
31574,store_0221,"35010713R32344","2011-06-15 09:35:43",Не проверен,5,"вежливый курьер, спасибо за доставку!",,,,
31575,store_0282,"41011329R67456","2011-06-15 09:35:47",Не проверен,1,"Это издевательство!!! когда нибудь мандарины привезёте??? Второй раз подряд апельсины. Жена хочет мандарины, апельсины мы не едим. И промокод на 100р явно не компенсирует уже второй подряд косяк и поездку отдельно чисто за мандаринами в магазин.",,,"Это издевательство!!! когда нибудь мандарины привезёте??? Второй раз подряд апельсины. Жена хочет мандарины, апельсины мы не едим. И промокод на 100р явно не компенсирует уже второй подряд косяк и поездку отдельно чисто за мандаринами в магазин.",
31576,store_0153,"0673635144115R","2011-06-15 09:36:35",Не проверен,5,,,,,
31577,store_0114,"071190027R4304","2011-06-15 09:42:30",Не проверен,5,,,,,
31578,store_046,"0324499116265R","2011-06-15 09:42:36",Не проверен,5,,,,,
31579,store_0416,"421024681946R8","2011-06-15 09:42:46",Не проверен,5,,,,,
31581,store_0106,"475059140144R0","2011-06-15 09:45:47",Не проверен,5,"Очень быстро собрали, спасибо!))",,,,
31582,store_0340,"1R014691908456","2011-06-15 09:46:15",Не проверен,5,,,,,
31583,store_063,"6437016R917440","2011-06-15 09:47:39",Не проверен,5,Спасибо,,,,
31584,store_0159,"40R07471144431","2011-06-15 09:47:41",Не проверен,5,"Я не лжидала, что так быстро заказ будет собран и доставлен. за это большое спасибо! единственный минус доставки: нельзя указать к какому времени доставить продукты. не очень удобно....",,,,
31585,store_0300,"44106194R75840","2011-06-15 09:48:49",Не проверен,5,,,,,
31586,store_0336,"18128089013R35","2011-06-15 09:52:30",Не проверен,5,,,,,
31587,store_0227,"50R10234714141","2011-06-15 09:54:41",Не проверен,5,,,,,
31588,store_0105,"541761944R0528","2011-06-15 09:54:42",Не проверен,4,Еще не получила,,,,
31589,store_0378,"3570025R101104","2011-06-15 09:55:10",Не проверен,5,,,,,
31590,store_0504,"4125251R176700","2011-06-15 09:56:12",Не проверен,5,Спасибо. Доставили быстро.,,,,
31591,store_0316,"55447501060R16","2011-06-15 09:56:55",Не проверен,5,,,,,
31592,store_05,"6590R211540747","2011-06-15 09:57:49",Не проверен,5,,,,,
31593,store_055,"0188R499311659","2011-06-15 09:58:18",Не проверен,4,"Здравствуйте! Привезли масло сдивлчное не той марки, которую заказывала. Очень неожиданно. Привезли масло Брест- Литовск. Мелочь, а неприятно очень.",,,,
31594,store_097,"120145402R5597","2011-06-15 09:59:22",Не проверен,5,,,,,
31595,store_0436,"19604611952R84","2011-06-15 09:59:41",Не проверен,5,,,,,
31596,store_0105,"9605149485R108","2011-06-15 09:59:50",Не проверен,5,,,,,
31597,store_0311,"1R101417407010","2011-06-15 10:01:17",Не проверен,5,,,,,
31598,store_0201,"0124R101400710","2011-06-15 10:01:42",Не проверен,5,,,,,
31599,store_0141,"388R0710211604","2011-06-15 10:02:13",Не проверен,4,,,,,
31600,store_0463,R1400002742815,"2011-06-15 10:02:24",Не проверен,5,,,,,
31601,store_0333,"78041202R40041","2011-06-15 10:02:40",Не проверен,5,👍👍👍👍👍,,,,
31602,store_0549,"1129772007R504","2011-06-15 10:02:57",Не проверен,5,,,,,
31603,store_0295,"1578704110R020","2011-06-15 10:02:58",Не проверен,5,,,,,
31604,store_0105,"43R09110443707","2011-06-15 10:03:44",Не проверен,5,,,,,
31605,store_0176,"500457011237R1","2011-06-15 10:03:55",Не проверен,5,,,,,
31606,store_034,"274041R4034001","2011-06-15 10:04:42",Не проверен,1,"сыр не тот, нет маркировки",,,"сыр не тот, нет маркировки",
31607,store_0367,"7851704000451R","2011-06-15 10:04:50",Не проверен,5,,,,,
31608,store_0364,"34504431R00710","2011-06-15 10:04:53",Не проверен,5,просто супер доставка! заказала в 9:15 в 9:50 уже раскладываю продукты дома))) и сроки и качество на высшем уровне,,,,
31609,store_0356,"41R10706054810","2011-06-15 10:05:41",Не проверен,5,,,,,
31610,store_0213,"47411R00872501","2011-06-15 10:07:58",Проверен,4,курьеру стоит смотреть на номера домов и не пытаться доставить заказ в другой дом.,,,,
31611,store_0507,"74914R16803000","2011-06-15 10:08:06",Не проверен,5,"Спасибо все свежее, никтарины положили хорошие, слива тоже🍓❤️",,,,
31612,store_0239,"47903138404R01","2011-06-15 10:08:34",Не проверен,5,,,,,
31613,store_040,"0R112046802407","2011-06-15 10:08:42",Не проверен,5,,,,,
31614,store_0549,"4970100R025413","2011-06-15 10:09:05",Не проверен,5,,,,,
31615,store_0513,"601R0917041018","2011-06-15 10:09:08",Не проверен,5,Все отлично,,,,
31616,store_0145,"419051151R4070","2011-06-15 10:09:41",Не проверен,1,"Курьер приехал быстро, но не смог разобраться как связаться со мной по телефону. Оббежал всех соседей и в итоге зашел самовольно на частный участок и стучал в окна, чем сильно меня напугал. 
Но меня смутил не этот поступок, а то что курьер помочился напротив моего кухонного окна. Он стоял ко мне спиной, но завтракать расхотелось. 
Прошу обьяснить курьеру как пользоваться сервисом и как связываться с клиентом по телефону, а также правила поведения в общественных местах. Спасибо.",,,,
31617,store_0546,"507904114970R5","2011-06-15 10:09:47",Не проверен,5,"Быстрая доставка, каждый продукт упакован в отдельный мешочек, спасибо большое за качественную и быструю доставку",,,,
31618,store_0344,"41R60019016317","2011-06-15 10:10:31",Не проверен,2,"Привезли не ту воду, что заказала. Цена той, что привезли ниже!",,,"Привезли не ту воду, что заказала. Цена той, что привезли ниже!",
31619,store_072,"03569116R19034","2011-06-15 10:10:36",Не проверен,5,,,,,
31620,store_0111,"156022R8904119","2011-06-15 10:12:25",Не проверен,5,,,,,
31621,store_0395,"0717347301R189","2011-06-15 10:13:37",Не проверен,5,,,,,
31622,store_0460,"131174040435R3","2011-06-15 10:13:45",Не проверен,5,,,,,
31623,store_0272,"061501R1004144","2011-06-15 10:14:01",Не проверен,5,"Доставка прошла отлично, только виноград привезли не киш-миш , как заказывала ((",,,,
31624,store_0216,"404717R0094151","2011-06-15 10:14:07",Не проверен,5,,,,,
31625,store_0285,"4673811414300R","2011-06-15 10:14:33",Не проверен,5,"Всё хорошо,доставили быстро! Все продукты свежие. Супер!",,,,
31626,store_0373,"1R417151038000","2011-06-15 10:15:08",Не проверен,5,"все хорошо, спасибо",,,,
31627,store_0535,"10418R01956700","2011-06-15 10:15:08",Не проверен,5,,,,,
31628,store_0328,"126010R6571141","2011-06-15 10:15:16",Не проверен,5,,,,,
31629,store_0100,"121005051747R1","2011-06-15 10:15:21",Не проверен,1,Почему картофель пробили как груши???? Еще и дороже в несколько раз,,,,
31630,store_091,"720134401115R1","2011-06-15 10:15:41",Не проверен,5,,,,,
31631,store_0522,"157540016170R1","2011-06-15 10:15:56",Не проверен,5,,,,,
31632,store_097,"164131939310R6","2011-06-15 10:16:33",Не проверен,5,,,,,
31633,store_0476,"70033141R96718","2011-06-15 10:16:39",Не проверен,5,,,,,
31634,store_0448,"0116104101R467","2011-06-15 10:16:41",Не проверен,5,,,,,
31635,store_0360,"6150610214470R","2011-06-15 10:16:42",Не проверен,5,,,,,
31636,store_0221,"8770701112R842","2011-06-15 10:17:22",Не проверен,5,,,,,
31637,store_0141,"54231197R17210","2011-06-15 10:17:25",Не проверен,5,,,,,
